sex;company_type;car;phone_number;fraud;surname;zip;age;name
male;VZW;Mazda;*;1;*;7***;[20, 40[;*
*;*;*;*;1;*;*;*;*
female;CV;Peugeot;*;0;*;1***;[60, 80[;*
male;VZW;Toyota;*;1;*;4***;[40, 60[;*
female;VZW;Nissan;*;0;*;3***;[40, 60[;*
male;CV;Dacia;*;1;*;9***;[20, 40[;*
female;BV;Mazda;*;0;*;8***;[20, 40[;*
male;BV;Kia;*;1;*;9***;[80, 90[;*
male;BV;Peugeot;*;0;*;3***;[20, 40[;*
male;CV;Kia;*;0;*;3***;[40, 60[;*
female;CV;BMW;*;0;*;9***;[60, 80[;*
female;VZW;Hyundai;*;0;*;8***;[60, 80[;*
male;VZW;Dacia;*;0;*;3***;[40, 60[;*
female;NV;Dacia;*;0;*;5***;[40, 60[;*
female;VZW;Lynk;*;0;*;3***;[40, 60[;*
*;*;*;*;1;*;*;*;*
female;VZW;Skoda;*;0;*;3***;[20, 40[;*
*;*;*;*;0;*;*;*;*
male;BV;Nissan;*;1;*;3***;[20, 40[;*
male;NV;Volvo;*;0;*;1***;[40, 60[;*
female;VZW;Nissan;*;0;*;2***;[40, 60[;*
male;BV;Volvo;*;0;*;9***;[20, 40[;*
female;VZW;Toyota;*;1;*;1***;[40, 60[;*
male;CV;Skoda;*;1;*;2***;[20, 40[;*
female;VZW;BMW;*;0;*;5***;[60, 80[;*
*;*;*;*;1;*;*;*;*
*;*;*;*;1;*;*;*;*
male;CV;Kia;*;1;*;6***;[40, 60[;*
male;NV;Mazda;*;0;*;1***;[60, 80[;*
male;CV;Kia;*;0;*;9***;[80, 90[;*
female;VZW;Peugeot;*;0;*;8***;[40, 60[;*
male;BV;Toyota;*;1;*;2***;[40, 60[;*
female;BV;Peugeot;*;0;*;7***;[20, 40[;*
female;NV;BMW;*;0;*;4***;[60, 80[;*
male;CV;Volvo;*;1;*;1***;[60, 80[;*
male;VZW;BMW;*;1;*;2***;[40, 60[;*
male;BV;Peugeot;*;0;*;1***;[40, 60[;*
male;CV;Audi;*;1;*;1***;[20, 40[;*
male;BV;BMW;*;1;*;8***;[40, 60[;*
male;CV;Volvo;*;0;*;3***;[20, 40[;*
*;*;*;*;0;*;*;*;*
male;BV;Kia;*;0;*;1***;[60, 80[;*
female;BV;BMW;*;1;*;2***;[20, 40[;*
female;BV;Mazda;*;0;*;3***;[40, 60[;*
female;VZW;Toyota;*;0;*;2***;[40, 60[;*
female;BV;Volvo;*;0;*;8***;[60, 80[;*
male;VZW;BMW;*;1;*;9***;[40, 60[;*
female;BV;BMW;*;1;*;5***;[20, 40[;*
male;BV;Kia;*;0;*;9***;[20, 40[;*
male;VZW;Volvo;*;1;*;2***;[40, 60[;*
female;CV;Volvo;*;0;*;3***;[60, 80[;*
female;NV;BMW;*;0;*;3***;[40, 60[;*
male;CV;Volvo;*;1;*;4***;[20, 40[;*
male;CV;Volvo;*;1;*;5***;[20, 40[;*
male;BV;Lynk;*;1;*;2***;[20, 40[;*
male;NV;BMW;*;1;*;1***;[20, 40[;*
*;*;*;*;0;*;*;*;*
male;VZW;Nissan;*;1;*;7***;[60, 80[;*
male;NV;Nissan;*;1;*;9***;[60, 80[;*
female;CV;Nissan;*;0;*;2***;[20, 40[;*
male;BV;Peugeot;*;1;*;8***;[20, 40[;*
male;BV;Volvo;*;0;*;5***;[60, 80[;*
female;BV;Kia;*;1;*;2***;[20, 40[;*
male;VZW;Audi;*;1;*;8***;[40, 60[;*
female;NV;BMW;*;1;*;7***;[40, 60[;*
male;VZW;Hyundai;*;1;*;8***;[60, 80[;*
female;NV;BMW;*;0;*;1***;[60, 80[;*
female;VZW;Kia;*;0;*;8***;[40, 60[;*
male;CV;BMW;*;1;*;6***;[40, 60[;*
female;BV;BMW;*;1;*;3***;[20, 40[;*
female;VZW;BMW;*;1;*;4***;[60, 80[;*
male;VZW;Lynk;*;0;*;7***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;VZW;Dacia;*;1;*;1***;[40, 60[;*
male;NV;Audi;*;0;*;6***;[20, 40[;*
female;CV;BMW;*;0;*;9***;[20, 40[;*
male;VZW;Lynk;*;1;*;8***;[20, 40[;*
female;CV;Skoda;*;1;*;3***;[60, 80[;*
female;CV;Kia;*;1;*;3***;[40, 60[;*
*;*;*;*;1;*;*;*;*
female;CV;Audi;*;0;*;8***;[20, 40[;*
male;BV;BMW;*;1;*;9***;[80, 90[;*
female;BV;Kia;*;0;*;2***;[80, 90[;*
*;*;*;*;0;*;*;*;*
female;NV;Audi;*;1;*;2***;[60, 80[;*
male;CV;Dacia;*;1;*;2***;[40, 60[;*
*;*;*;*;1;*;*;*;*
female;NV;BMW;*;0;*;8***;[60, 80[;*
male;VZW;Volvo;*;0;*;4***;[60, 80[;*
female;NV;Toyota;*;1;*;2***;[20, 40[;*
female;VZW;Nissan;*;0;*;8***;[60, 80[;*
female;VZW;Kia;*;0;*;3***;[40, 60[;*
male;BV;Nissan;*;0;*;9***;[40, 60[;*
male;VZW;Nissan;*;1;*;1***;[60, 80[;*
male;VZW;Peugeot;*;0;*;1***;[20, 40[;*
male;CV;BMW;*;1;*;4***;[20, 40[;*
female;NV;Nissan;*;0;*;1***;[60, 80[;*
female;NV;BMW;*;0;*;4***;[20, 40[;*
male;BV;Mazda;*;0;*;2***;[40, 60[;*
male;BV;Mazda;*;1;*;1***;[40, 60[;*
male;VZW;BMW;*;1;*;9***;[60, 80[;*
*;*;*;*;0;*;*;*;*
male;VZW;Peugeot;*;0;*;8***;[60, 80[;*
female;VZW;BMW;*;0;*;8***;[40, 60[;*
female;BV;Mazda;*;0;*;8***;[20, 40[;*
male;CV;BMW;*;0;*;7***;[60, 80[;*
female;BV;BMW;*;1;*;3***;[20, 40[;*
male;VZW;Peugeot;*;0;*;8***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;CV;Lynk;*;0;*;9***;[40, 60[;*
female;CV;BMW;*;1;*;2***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;BV;BMW;*;0;*;8***;[20, 40[;*
male;CV;BMW;*;0;*;1***;[60, 80[;*
female;NV;Audi;*;1;*;2***;[40, 60[;*
female;VZW;Fiat;*;0;*;9***;[20, 40[;*
female;CV;Peugeot;*;1;*;4***;[40, 60[;*
male;NV;BMW;*;0;*;2***;[60, 80[;*
male;VZW;Kia;*;1;*;7***;[20, 40[;*
male;NV;Kia;*;0;*;9***;[80, 90[;*
male;CV;Skoda;*;1;*;9***;[20, 40[;*
female;CV;Toyota;*;1;*;2***;[60, 80[;*
female;CV;Peugeot;*;0;*;1***;[60, 80[;*
male;NV;Kia;*;1;*;8***;[40, 60[;*
female;NV;Mazda;*;0;*;9***;[40, 60[;*
male;CV;Ford;*;0;*;8***;[40, 60[;*
*;*;*;*;0;*;*;*;*
female;NV;Toyota;*;1;*;8***;[20, 40[;*
female;NV;Peugeot;*;0;*;9***;[20, 40[;*
female;NV;BMW;*;1;*;2***;[40, 60[;*
female;CV;Kia;*;1;*;3***;[40, 60[;*
male;VZW;Ford;*;0;*;9***;[60, 80[;*
male;BV;Volvo;*;1;*;9***;[60, 80[;*
female;NV;Skoda;*;1;*;7***;[40, 60[;*
female;NV;BMW;*;0;*;1***;[20, 40[;*
female;VZW;BMW;*;0;*;5***;[60, 80[;*
female;CV;Toyota;*;0;*;1***;[40, 60[;*
male;NV;Fiat;*;0;*;3***;[20, 40[;*
*;*;*;*;0;*;*;*;*
female;NV;Mazda;*;1;*;8***;[20, 40[;*
male;BV;Hyundai;*;0;*;1***;[60, 80[;*
male;CV;Toyota;*;1;*;8***;[20, 40[;*
male;BV;Skoda;*;0;*;2***;[60, 80[;*
male;CV;BMW;*;0;*;8***;[40, 60[;*
male;CV;Hyundai;*;0;*;1***;[80, 90[;*
male;VZW;Nissan;*;1;*;8***;[20, 40[;*
male;VZW;Peugeot;*;0;*;7***;[40, 60[;*
female;CV;Audi;*;1;*;6***;[60, 80[;*
*;*;*;*;0;*;*;*;*
female;CV;Ford;*;0;*;3***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;CV;BMW;*;1;*;8***;[40, 60[;*
female;BV;Dacia;*;1;*;1***;[40, 60[;*
male;CV;Peugeot;*;0;*;9***;[20, 40[;*
female;NV;Peugeot;*;0;*;9***;[60, 80[;*
female;NV;Kia;*;0;*;3***;[20, 40[;*
male;VZW;Skoda;*;0;*;9***;[40, 60[;*
female;BV;BMW;*;0;*;7***;[60, 80[;*
male;NV;Peugeot;*;1;*;8***;[40, 60[;*
male;CV;Nissan;*;0;*;1***;[40, 60[;*
*;*;*;*;1;*;*;*;*
male;BV;Toyota;*;1;*;2***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;VZW;BMW;*;1;*;1***;[40, 60[;*
male;NV;Peugeot;*;0;*;3***;[20, 40[;*
female;CV;Kia;*;0;*;9***;[20, 40[;*
*;*;*;*;0;*;*;*;*
*;*;*;*;0;*;*;*;*
*;*;*;*;0;*;*;*;*
male;VZW;Fiat;*;0;*;6***;[60, 80[;*
male;VZW;Volvo;*;0;*;8***;[20, 40[;*
female;VZW;Hyundai;*;0;*;4***;[40, 60[;*
male;BV;BMW;*;0;*;3***;[40, 60[;*
male;BV;Hyundai;*;1;*;1***;[40, 60[;*
female;BV;Peugeot;*;0;*;4***;[60, 80[;*
male;VZW;Volvo;*;1;*;9***;[60, 80[;*
male;BV;BMW;*;0;*;8***;[20, 40[;*
male;CV;Hyundai;*;0;*;2***;[60, 80[;*
male;NV;Fiat;*;0;*;5***;[40, 60[;*
male;NV;BMW;*;1;*;9***;[60, 80[;*
female;NV;Kia;*;0;*;4***;[40, 60[;*
male;VZW;Audi;*;0;*;2***;[20, 40[;*
male;VZW;Ford;*;0;*;2***;[40, 60[;*
female;VZW;BMW;*;1;*;2***;[20, 40[;*
female;VZW;Mazda;*;0;*;9***;[60, 80[;*
male;NV;Peugeot;*;1;*;6***;[60, 80[;*
male;VZW;Volvo;*;0;*;2***;[20, 40[;*
female;NV;BMW;*;1;*;2***;[60, 80[;*
female;CV;Kia;*;0;*;9***;[60, 80[;*
female;NV;Ford;*;0;*;9***;[40, 60[;*
male;NV;Kia;*;1;*;1***;[60, 80[;*
male;CV;BMW;*;1;*;8***;[40, 60[;*
female;CV;Fiat;*;0;*;4***;[60, 80[;*
male;VZW;Peugeot;*;0;*;1***;[40, 60[;*
male;BV;BMW;*;1;*;2***;[20, 40[;*
male;VZW;Kia;*;0;*;8***;[40, 60[;*
*;*;*;*;0;*;*;*;*
female;BV;Kia;*;0;*;8***;[20, 40[;*
female;BV;Mazda;*;0;*;2***;[60, 80[;*
female;NV;Hyundai;*;1;*;8***;[40, 60[;*
female;NV;Hyundai;*;0;*;2***;[20, 40[;*
female;VZW;Peugeot;*;0;*;8***;[20, 40[;*
female;BV;Nissan;*;0;*;9***;[60, 80[;*
female;CV;BMW;*;0;*;3***;[40, 60[;*
female;CV;Volvo;*;1;*;1***;[40, 60[;*
female;NV;Peugeot;*;1;*;6***;[20, 40[;*
female;VZW;Ford;*;0;*;7***;[20, 40[;*
male;VZW;BMW;*;1;*;8***;[60, 80[;*
male;CV;Skoda;*;1;*;2***;[40, 60[;*
male;NV;Kia;*;0;*;3***;[20, 40[;*
female;CV;Volvo;*;0;*;7***;[60, 80[;*
male;VZW;Kia;*;0;*;3***;[60, 80[;*
male;CV;Peugeot;*;1;*;5***;[60, 80[;*
male;NV;BMW;*;1;*;8***;[20, 40[;*
male;NV;Skoda;*;0;*;2***;[60, 80[;*
female;VZW;Skoda;*;0;*;6***;[40, 60[;*
female;VZW;Volvo;*;1;*;2***;[40, 60[;*
female;BV;Ford;*;0;*;8***;[60, 80[;*
female;VZW;Nissan;*;0;*;4***;[60, 80[;*
male;BV;Volvo;*;1;*;2***;[60, 80[;*
female;NV;Mazda;*;0;*;1***;[40, 60[;*
male;VZW;Toyota;*;1;*;9***;[40, 60[;*
female;CV;Volvo;*;1;*;4***;[40, 60[;*
female;CV;Volvo;*;0;*;2***;[20, 40[;*
female;VZW;BMW;*;1;*;3***;[80, 90[;*
male;NV;Volvo;*;0;*;3***;[60, 80[;*
female;BV;Kia;*;1;*;1***;[20, 40[;*
female;NV;Nissan;*;0;*;1***;[60, 80[;*
female;VZW;Hyundai;*;0;*;2***;[20, 40[;*
female;NV;BMW;*;0;*;3***;[60, 80[;*
male;CV;Peugeot;*;0;*;1***;[40, 60[;*
female;VZW;Kia;*;1;*;5***;[40, 60[;*
male;NV;Nissan;*;0;*;1***;[60, 80[;*
male;NV;Toyota;*;1;*;2***;[20, 40[;*
female;CV;BMW;*;0;*;8***;[20, 40[;*
male;CV;Audi;*;1;*;1***;[60, 80[;*
female;NV;Volvo;*;0;*;2***;[80, 90[;*
male;NV;BMW;*;0;*;9***;[40, 60[;*
female;VZW;Kia;*;0;*;3***;[20, 40[;*
male;CV;Audi;*;0;*;3***;[60, 80[;*
male;VZW;Peugeot;*;1;*;2***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;CV;BMW;*;0;*;9***;[80, 90[;*
female;VZW;Volvo;*;0;*;3***;[40, 60[;*
male;NV;BMW;*;1;*;8***;[60, 80[;*
male;VZW;Kia;*;1;*;9***;[20, 40[;*
male;CV;Audi;*;1;*;1***;[60, 80[;*
female;VZW;BMW;*;0;*;2***;[60, 80[;*
male;VZW;BMW;*;0;*;9***;[40, 60[;*
male;VZW;Peugeot;*;0;*;3***;[20, 40[;*
female;VZW;Fiat;*;0;*;7***;[20, 40[;*
female;NV;BMW;*;0;*;2***;[20, 40[;*
female;VZW;BMW;*;1;*;1***;[80, 90[;*
female;CV;Volvo;*;0;*;7***;[60, 80[;*
female;VZW;Kia;*;0;*;7***;[60, 80[;*
female;CV;Kia;*;0;*;3***;[60, 80[;*
female;VZW;Ford;*;0;*;4***;[60, 80[;*
female;CV;Volvo;*;0;*;8***;[40, 60[;*
female;NV;Peugeot;*;0;*;2***;[40, 60[;*
male;VZW;Skoda;*;0;*;1***;[20, 40[;*
female;NV;Ford;*;0;*;3***;[20, 40[;*
male;VZW;Mazda;*;0;*;7***;[20, 40[;*
male;CV;Kia;*;0;*;9***;[20, 40[;*
male;CV;Kia;*;0;*;9***;[60, 80[;*
female;VZW;BMW;*;0;*;7***;[40, 60[;*
female;CV;BMW;*;1;*;9***;[40, 60[;*
male;BV;Peugeot;*;0;*;1***;[60, 80[;*
female;VZW;Lynk;*;0;*;8***;[40, 60[;*
male;BV;Volvo;*;0;*;8***;[20, 40[;*
male;CV;Kia;*;0;*;1***;[20, 40[;*
female;NV;Kia;*;0;*;7***;[60, 80[;*
female;CV;Skoda;*;1;*;8***;[40, 60[;*
male;NV;Nissan;*;1;*;2***;[60, 80[;*
female;BV;Dacia;*;0;*;7***;[20, 40[;*
female;NV;Volvo;*;0;*;9***;[20, 40[;*
male;CV;Mazda;*;1;*;1***;[40, 60[;*
female;NV;Volvo;*;0;*;7***;[60, 80[;*
male;CV;Mazda;*;0;*;2***;[20, 40[;*
female;VZW;Fiat;*;0;*;2***;[20, 40[;*
female;VZW;Peugeot;*;0;*;3***;[60, 80[;*
female;NV;Toyota;*;0;*;2***;[60, 80[;*
male;VZW;BMW;*;1;*;2***;[40, 60[;*
female;CV;Ford;*;1;*;9***;[40, 60[;*
male;BV;Audi;*;0;*;8***;[60, 80[;*
male;NV;Hyundai;*;0;*;1***;[20, 40[;*
male;NV;Peugeot;*;0;*;1***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;NV;Kia;*;0;*;4***;[40, 60[;*
female;NV;Toyota;*;0;*;3***;[20, 40[;*
female;BV;Kia;*;0;*;1***;[20, 40[;*
male;NV;Hyundai;*;1;*;2***;[40, 60[;*
female;CV;Peugeot;*;1;*;1***;[40, 60[;*
female;NV;BMW;*;1;*;2***;[80, 90[;*
male;CV;BMW;*;1;*;4***;[40, 60[;*
female;NV;Audi;*;0;*;3***;[40, 60[;*
male;VZW;Nissan;*;1;*;6***;[40, 60[;*
male;NV;Peugeot;*;1;*;2***;[20, 40[;*
male;VZW;Toyota;*;1;*;9***;[60, 80[;*
female;CV;BMW;*;0;*;1***;[80, 90[;*
female;VZW;Peugeot;*;0;*;4***;[60, 80[;*
male;CV;Peugeot;*;1;*;2***;[60, 80[;*
male;CV;BMW;*;0;*;8***;[40, 60[;*
male;CV;Volvo;*;0;*;1***;[60, 80[;*
female;BV;Volvo;*;1;*;7***;[40, 60[;*
*;*;*;*;0;*;*;*;*
female;NV;Dacia;*;0;*;4***;[20, 40[;*
male;VZW;Peugeot;*;0;*;1***;[40, 60[;*
female;NV;Fiat;*;0;*;3***;[60, 80[;*
male;BV;Mazda;*;0;*;7***;[20, 40[;*
*;*;*;*;0;*;*;*;*
male;NV;Volvo;*;0;*;7***;[40, 60[;*
male;CV;Mazda;*;1;*;6***;[60, 80[;*
female;NV;Hyundai;*;0;*;3***;[40, 60[;*
male;CV;BMW;*;1;*;1***;[40, 60[;*
female;CV;Kia;*;0;*;5***;[60, 80[;*
*;*;*;*;1;*;*;*;*
male;VZW;BMW;*;0;*;1***;[40, 60[;*
female;BV;Toyota;*;0;*;9***;[20, 40[;*
female;VZW;Dacia;*;0;*;9***;[20, 40[;*
male;NV;Hyundai;*;0;*;3***;[40, 60[;*
female;NV;Peugeot;*;0;*;4***;[40, 60[;*
male;CV;BMW;*;0;*;1***;[60, 80[;*
*;*;*;*;0;*;*;*;*
female;BV;Mazda;*;1;*;6***;[40, 60[;*
female;NV;Lynk;*;0;*;3***;[60, 80[;*
female;VZW;Hyundai;*;0;*;6***;[60, 80[;*
male;CV;Lynk;*;0;*;8***;[60, 80[;*
*;*;*;*;0;*;*;*;*
female;CV;Peugeot;*;0;*;9***;[60, 80[;*
male;NV;Nissan;*;1;*;3***;[40, 60[;*
female;CV;BMW;*;1;*;5***;[20, 40[;*
male;VZW;Mazda;*;0;*;9***;[20, 40[;*
*;*;*;*;0;*;*;*;*
male;VZW;Mazda;*;1;*;9***;[40, 60[;*
male;NV;BMW;*;1;*;9***;[60, 80[;*
female;CV;Mazda;*;0;*;9***;[20, 40[;*
female;NV;Peugeot;*;0;*;1***;[40, 60[;*
male;CV;Skoda;*;0;*;4***;[40, 60[;*
male;VZW;Fiat;*;1;*;9***;[60, 80[;*
female;CV;Mazda;*;0;*;8***;[60, 80[;*
male;CV;BMW;*;1;*;2***;[40, 60[;*
female;VZW;Mazda;*;0;*;9***;[20, 40[;*
male;CV;BMW;*;0;*;1***;[40, 60[;*
*;*;*;*;0;*;*;*;*
female;NV;Toyota;*;1;*;4***;[40, 60[;*
male;VZW;Peugeot;*;0;*;8***;[60, 80[;*
*;*;*;*;1;*;*;*;*
female;CV;Mazda;*;0;*;8***;[40, 60[;*
female;CV;Kia;*;1;*;1***;[60, 80[;*
male;NV;Ford;*;0;*;1***;[60, 80[;*
female;BV;Skoda;*;0;*;1***;[40, 60[;*
male;NV;Audi;*;1;*;1***;[40, 60[;*
male;CV;Kia;*;0;*;9***;[60, 80[;*
male;VZW;Peugeot;*;0;*;3***;[40, 60[;*
female;BV;Mazda;*;1;*;3***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;BV;Volvo;*;1;*;3***;[20, 40[;*
female;VZW;Volvo;*;0;*;9***;[60, 80[;*
female;CV;Hyundai;*;0;*;3***;[20, 40[;*
male;NV;Toyota;*;0;*;8***;[20, 40[;*
female;NV;Lynk;*;1;*;3***;[40, 60[;*
male;BV;Peugeot;*;0;*;1***;[20, 40[;*
male;BV;Ford;*;0;*;8***;[20, 40[;*
female;NV;Peugeot;*;0;*;9***;[20, 40[;*
female;CV;BMW;*;0;*;1***;[40, 60[;*
female;BV;Peugeot;*;0;*;2***;[60, 80[;*
male;VZW;BMW;*;1;*;9***;[60, 80[;*
male;VZW;BMW;*;0;*;3***;[40, 60[;*
female;NV;Volvo;*;1;*;2***;[80, 90[;*
female;CV;Peugeot;*;0;*;7***;[40, 60[;*
male;CV;Fiat;*;0;*;1***;[60, 80[;*
male;CV;BMW;*;1;*;2***;[20, 40[;*
female;BV;Peugeot;*;0;*;1***;[20, 40[;*
male;BV;Fiat;*;0;*;9***;[20, 40[;*
male;CV;Kia;*;1;*;4***;[20, 40[;*
male;CV;BMW;*;1;*;2***;[40, 60[;*
male;NV;Kia;*;1;*;2***;[40, 60[;*
female;CV;BMW;*;1;*;3***;[60, 80[;*
female;CV;Toyota;*;0;*;4***;[40, 60[;*
male;NV;Dacia;*;0;*;4***;[20, 40[;*
male;VZW;BMW;*;0;*;7***;[40, 60[;*
male;VZW;Hyundai;*;1;*;3***;[40, 60[;*
female;BV;BMW;*;0;*;3***;[20, 40[;*
male;NV;Nissan;*;0;*;3***;[40, 60[;*
male;CV;Fiat;*;1;*;4***;[60, 80[;*
female;CV;BMW;*;0;*;6***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;CV;Lynk;*;1;*;8***;[40, 60[;*
female;NV;Peugeot;*;0;*;9***;[20, 40[;*
female;VZW;Nissan;*;0;*;7***;[60, 80[;*
female;VZW;BMW;*;1;*;9***;[60, 80[;*
*;*;*;*;0;*;*;*;*
male;CV;BMW;*;1;*;2***;[60, 80[;*
male;NV;Lynk;*;1;*;7***;[20, 40[;*
female;BV;Dacia;*;0;*;4***;[20, 40[;*
female;CV;Audi;*;0;*;3***;[20, 40[;*
*;*;*;*;0;*;*;*;*
male;BV;Lynk;*;0;*;2***;[40, 60[;*
female;NV;Lynk;*;0;*;6***;[20, 40[;*
male;BV;Volvo;*;1;*;2***;[60, 80[;*
male;NV;BMW;*;0;*;3***;[60, 80[;*
*;*;*;*;0;*;*;*;*
*;*;*;*;1;*;*;*;*
female;NV;Peugeot;*;1;*;1***;[20, 40[;*
male;BV;BMW;*;1;*;5***;[20, 40[;*
male;NV;Toyota;*;1;*;3***;[40, 60[;*
male;BV;BMW;*;1;*;2***;[20, 40[;*
female;BV;BMW;*;1;*;3***;[60, 80[;*
female;NV;BMW;*;1;*;9***;[20, 40[;*
female;BV;BMW;*;0;*;2***;[60, 80[;*
female;NV;BMW;*;1;*;6***;[60, 80[;*
male;VZW;Fiat;*;1;*;8***;[60, 80[;*
female;BV;Kia;*;0;*;4***;[20, 40[;*
female;BV;Peugeot;*;0;*;8***;[20, 40[;*
male;BV;Kia;*;0;*;2***;[40, 60[;*
female;VZW;Kia;*;1;*;7***;[60, 80[;*
female;NV;Toyota;*;0;*;1***;[60, 80[;*
male;NV;Fiat;*;0;*;9***;[40, 60[;*
female;BV;Lynk;*;1;*;2***;[20, 40[;*
female;NV;Audi;*;0;*;1***;[60, 80[;*
female;VZW;BMW;*;0;*;4***;[20, 40[;*
male;VZW;Peugeot;*;0;*;2***;[60, 80[;*
male;VZW;Audi;*;0;*;1***;[60, 80[;*
female;CV;Skoda;*;0;*;1***;[40, 60[;*
female;BV;Kia;*;1;*;6***;[20, 40[;*
male;CV;Toyota;*;0;*;9***;[20, 40[;*
male;CV;BMW;*;0;*;4***;[60, 80[;*
male;CV;Ford;*;1;*;2***;[60, 80[;*
female;VZW;Kia;*;1;*;2***;[40, 60[;*
male;VZW;BMW;*;0;*;2***;[40, 60[;*
female;VZW;Lynk;*;1;*;2***;[40, 60[;*
male;NV;Peugeot;*;1;*;2***;[40, 60[;*
male;CV;BMW;*;1;*;2***;[60, 80[;*
*;*;*;*;1;*;*;*;*
male;NV;Toyota;*;0;*;7***;[40, 60[;*
female;CV;Fiat;*;0;*;3***;[40, 60[;*
female;VZW;Volvo;*;1;*;1***;[20, 40[;*
male;VZW;Kia;*;0;*;9***;[40, 60[;*
male;VZW;Volvo;*;1;*;3***;[60, 80[;*
male;BV;Toyota;*;0;*;4***;[60, 80[;*
female;NV;Hyundai;*;1;*;3***;[20, 40[;*
male;VZW;BMW;*;1;*;9***;[60, 80[;*
male;BV;Volvo;*;1;*;3***;[20, 40[;*
male;BV;Peugeot;*;0;*;1***;[20, 40[;*
female;CV;Hyundai;*;0;*;8***;[40, 60[;*
male;VZW;BMW;*;1;*;1***;[60, 80[;*
male;BV;Hyundai;*;1;*;9***;[20, 40[;*
male;CV;Volvo;*;0;*;3***;[20, 40[;*
female;VZW;Fiat;*;0;*;3***;[60, 80[;*
male;VZW;Kia;*;0;*;1***;[60, 80[;*
female;NV;Hyundai;*;0;*;3***;[60, 80[;*
female;VZW;Volvo;*;0;*;2***;[80, 90[;*
female;BV;Mazda;*;0;*;1***;[60, 80[;*
female;NV;Volvo;*;0;*;4***;[40, 60[;*
female;VZW;BMW;*;0;*;8***;[40, 60[;*
female;NV;Hyundai;*;0;*;3***;[20, 40[;*
male;CV;Toyota;*;1;*;3***;[20, 40[;*
male;NV;BMW;*;1;*;9***;[40, 60[;*
male;CV;Audi;*;1;*;2***;[40, 60[;*
male;BV;Lynk;*;0;*;9***;[20, 40[;*
female;BV;Kia;*;1;*;8***;[40, 60[;*
female;CV;Fiat;*;1;*;2***;[20, 40[;*
male;BV;Ford;*;0;*;7***;[40, 60[;*
female;VZW;Hyundai;*;0;*;2***;[60, 80[;*
male;CV;Volvo;*;1;*;8***;[60, 80[;*
*;*;*;*;0;*;*;*;*
female;VZW;BMW;*;1;*;2***;[40, 60[;*
female;CV;Dacia;*;1;*;6***;[60, 80[;*
female;NV;Peugeot;*;1;*;8***;[20, 40[;*
male;CV;Volvo;*;1;*;2***;[40, 60[;*
female;CV;BMW;*;1;*;9***;[60, 80[;*
male;CV;Audi;*;1;*;9***;[40, 60[;*
female;BV;Hyundai;*;1;*;9***;[40, 60[;*
male;CV;Lynk;*;1;*;8***;[40, 60[;*
female;BV;Kia;*;0;*;7***;[60, 80[;*
*;*;*;*;1;*;*;*;*
female;NV;BMW;*;0;*;9***;>=90;*
female;VZW;Volvo;*;1;*;1***;[40, 60[;*
female;VZW;Dacia;*;0;*;2***;[40, 60[;*
female;CV;Volvo;*;0;*;1***;[80, 90[;*
female;NV;BMW;*;0;*;9***;[40, 60[;*
male;BV;Kia;*;1;*;1***;[60, 80[;*
male;VZW;Dacia;*;0;*;2***;[40, 60[;*
female;NV;Hyundai;*;0;*;8***;[40, 60[;*
female;NV;BMW;*;0;*;1***;[60, 80[;*
male;CV;Volvo;*;0;*;6***;[20, 40[;*
male;BV;BMW;*;0;*;2***;[80, 90[;*
male;BV;Volvo;*;1;*;8***;[40, 60[;*
female;NV;Dacia;*;0;*;9***;[60, 80[;*
male;BV;Ford;*;1;*;2***;[40, 60[;*
female;NV;Ford;*;0;*;2***;[40, 60[;*
male;NV;BMW;*;1;*;4***;[40, 60[;*
female;CV;Kia;*;0;*;8***;[20, 40[;*
female;CV;Lynk;*;0;*;6***;[20, 40[;*
male;NV;Peugeot;*;0;*;6***;[20, 40[;*
male;VZW;Peugeot;*;0;*;8***;[40, 60[;*
female;CV;Hyundai;*;0;*;1***;[20, 40[;*
female;BV;Kia;*;0;*;3***;[60, 80[;*
male;NV;Kia;*;0;*;3***;[40, 60[;*
male;BV;Toyota;*;0;*;1***;[60, 80[;*
male;VZW;Peugeot;*;0;*;2***;[60, 80[;*
male;VZW;Volvo;*;0;*;8***;[40, 60[;*
female;CV;Volvo;*;0;*;2***;[20, 40[;*
female;VZW;Lynk;*;0;*;1***;[20, 40[;*
male;VZW;Kia;*;0;*;1***;[60, 80[;*
female;CV;Audi;*;1;*;3***;[40, 60[;*
male;VZW;Volvo;*;1;*;2***;[40, 60[;*
male;CV;BMW;*;0;*;8***;[60, 80[;*
male;BV;BMW;*;0;*;1***;[40, 60[;*
*;*;*;*;0;*;*;*;*
male;VZW;Dacia;*;0;*;8***;[20, 40[;*
male;BV;Volvo;*;1;*;8***;[40, 60[;*
female;CV;Volvo;*;1;*;6***;[20, 40[;*
male;BV;Hyundai;*;1;*;2***;[60, 80[;*
